gpu,dtype,variant,num_heads,num_heads_kv,head_size,batch_size,seq_len,window_left,window_right,causal,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
H100-SXM-80GB,bfloat16,gqa,2,1,128,4,4096,-1,-1,1,184,2619,1980,213.062,39203.408
H100-SXM-80GB,bfloat16,gqa,2,1,128,4,6144,-1,-1,1,328,2619,1980,213.062,69884.33600000001
H100-SXM-80GB,bfloat16,gqa,2,1,128,4,8192,-1,-1,1,540,2619,1980,222.988,120413.52
H100-SXM-80GB,bfloat16,gqa,2,1,128,4,12288,-1,-1,1,1050,2619,1980,256.09433333333334,268899.05
H100-SXM-80GB,bfloat16,gqa,2,1,128,4,16384,-1,-1,1,1740,2619,1980,279.8435,486927.69
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,16,-1,-1,1,56,2619,1980,312.265,17486.84
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,32,-1,-1,1,55,2619,1980,312.265,17174.575
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,64,-1,-1,1,54,2619,1980,314.947,17007.138
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,128,-1,-1,1,52,2619,1980,314.947,16377.244
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,256,-1,-1,1,64,2619,1980,319.044,20418.816
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,512,-1,-1,1,57,2619,1980,319.044,18185.507999999998
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,1024,-1,-1,1,52,2619,1980,315.242,16392.584000000003
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,2048,-1,-1,1,102,2619,1980,318.758,32513.316
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,4096,-1,-1,1,287,2619,1980,318.758,91483.54599999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,6144,-1,-1,1,538,2619,1980,323.523,174055.374
H100-SXM-80GB,bfloat16,gqa,2,1,128,8,8192,-1,-1,1,880,2619,1980,323.847,284985.36
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,16,-1,-1,1,60,2619,1980,337.622,20257.32
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,32,-1,-1,1,55,2619,1980,337.622,18569.21
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,64,-1,-1,1,52,2619,1980,309.936,16116.671999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,128,-1,-1,1,53,2619,1980,309.936,16426.608
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,256,-1,-1,1,63,2619,1980,278.614,17552.681999999997
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,512,-1,-1,1,58,2619,1980,278.614,16159.612
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,1024,-1,-1,1,63,2619,1980,224.374,14135.562
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,2048,-1,-1,1,155,2619,1980,214.148,33192.94
H100-SXM-80GB,bfloat16,gqa,2,1,128,16,4096,-1,-1,1,456,2619,1980,214.148,97651.488
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,16,-1,-1,1,52,2619,1980,234.884,12213.967999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,32,-1,-1,1,47,2619,1980,234.884,11039.547999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,64,-1,-1,1,51,2619,1980,245.967,12544.317000000001
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,128,-1,-1,1,55,2619,1980,245.967,13528.185000000001
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,256,-1,-1,1,55,2619,1980,245.293,13491.115
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,512,-1,-1,1,50,2619,1980,245.293,12264.65
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,1024,-1,-1,1,94,2619,1980,237.029,22280.726
H100-SXM-80GB,bfloat16,gqa,2,1,128,32,2048,-1,-1,1,250,2619,1980,237.029,59257.25
H100-SXM-80GB,bfloat16,gqa,2,1,128,64,16,-1,-1,1,50,2619,1980,212.283,10614.15
H100-SXM-80GB,bfloat16,gqa,2,1,128,64,32,-1,-1,1,55,2619,1980,197.665,10871.574999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,64,64,-1,-1,1,54,2619,1980,197.665,10673.91
H100-SXM-80GB,bfloat16,gqa,2,1,128,64,128,-1,-1,1,51,2619,1980,175.844,8968.044
H100-SXM-80GB,bfloat16,gqa,2,1,128,64,256,-1,-1,1,50,2619,1980,175.844,8792.199999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,64,512,-1,-1,1,65,2619,1980,175.283,11393.394999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,64,1024,-1,-1,1,145,2619,1980,175.283,25416.035
H100-SXM-80GB,bfloat16,gqa,2,1,128,128,16,-1,-1,1,51,2619,1980,185.642,9467.742
H100-SXM-80GB,bfloat16,gqa,2,1,128,128,32,-1,-1,1,56,2619,1980,185.642,10395.952
H100-SXM-80GB,bfloat16,gqa,2,1,128,128,64,-1,-1,1,56,2619,1980,185.284,10375.903999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,128,128,-1,-1,1,56,2619,1980,185.284,10375.903999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,128,256,-1,-1,1,60,2619,1980,163.688,9821.279999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,128,512,-1,-1,1,99,2619,1980,153.846,15230.754
H100-SXM-80GB,bfloat16,gqa,2,1,128,256,16,-1,-1,1,53,2619,1980,153.846,8153.838
H100-SXM-80GB,bfloat16,gqa,2,1,128,256,32,-1,-1,1,53,2619,1980,160.36,8499.08
H100-SXM-80GB,bfloat16,gqa,2,1,128,256,64,-1,-1,1,53,2619,1980,160.36,8499.08
H100-SXM-80GB,bfloat16,gqa,2,1,128,256,128,-1,-1,1,53,2619,1980,160.219,8491.607
H100-SXM-80GB,bfloat16,gqa,2,1,128,256,256,-1,-1,1,77,2619,1980,160.219,12336.863
H100-SXM-80GB,bfloat16,gqa,2,1,128,512,16,-1,-1,1,50,2619,1980,157.281,7864.05
H100-SXM-80GB,bfloat16,gqa,2,1,128,512,32,-1,-1,1,55,2619,1980,157.281,8650.455
H100-SXM-80GB,bfloat16,gqa,2,1,128,512,64,-1,-1,1,50,2619,1980,146.297,7314.849999999999
H100-SXM-80GB,bfloat16,gqa,2,1,128,512,128,-1,-1,1,67,2619,1980,146.297,9801.899
H100-SXM-80GB,bfloat16,gqa,2,1,128,1024,16,-1,-1,1,59,2619,1980,148.657,8770.763
H100-SXM-80GB,bfloat16,gqa,2,1,128,1024,32,-1,-1,1,65,2619,1980,148.657,9662.705
H100-SXM-80GB,bfloat16,gqa,2,1,128,1024,64,-1,-1,1,75,2619,1980,152.112,11408.4
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,16,-1,-1,1,59,2619,1980,153.239,9041.101
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,32,-1,-1,1,59,2619,1980,153.239,9041.101
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,64,-1,-1,1,52,2619,1980,144.861,7532.771999999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,128,-1,-1,1,65,2619,1980,144.861,9415.965
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,256,-1,-1,1,56,2619,1980,143.989,8063.384
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,512,-1,-1,1,60,2619,1980,142.758,8565.480000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,1024,-1,-1,1,61,2619,1980,142.758,8708.238000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,2048,-1,-1,1,65,2619,1980,136.58,8877.7
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,4096,-1,-1,1,98,2619,1980,136.58,13384.840000000002
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,6144,-1,-1,1,147,2619,1980,137.688,20240.136
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,8192,-1,-1,1,309,2619,1980,137.688,42545.592
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,12288,-1,-1,1,609,2619,1980,145.431,88567.479
H100-SXM-80GB,bfloat16,gqa,2,1,192,1,16384,-1,-1,1,989,2619,1980,164.654,162842.80599999998
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,16,-1,-1,1,55,2619,1980,180.291,9916.005
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,32,-1,-1,1,52,2619,1980,195.984,10191.168
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,64,-1,-1,1,55,2619,1980,195.984,10779.12
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,128,-1,-1,1,63,2619,1980,192.825,12147.974999999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,256,-1,-1,1,57,2619,1980,192.825,10991.025
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,512,-1,-1,1,61,2619,1980,192.664,11752.503999999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,1024,-1,-1,1,60,2619,1980,192.664,11559.84
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,2048,-1,-1,1,63,2619,1980,191.771,12081.572999999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,4096,-1,-1,1,161,2619,1980,191.771,30875.130999999998
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,6144,-1,-1,1,322,2619,1980,194.325,62572.649999999994
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,8192,-1,-1,1,507,2619,1980,194.325,98522.775
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,12288,-1,-1,1,968,2619,1980,222.216,215105.08800000002
H100-SXM-80GB,bfloat16,gqa,2,1,192,2,16384,-1,-1,1,1578,2619,1980,265.42925,418847.35650000005
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,16,-1,-1,1,54,2619,1980,288.112,15558.048
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,32,-1,-1,1,54,2619,1980,290.288,15675.552
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,64,-1,-1,1,53,2619,1980,290.288,15385.264000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,128,-1,-1,1,61,2619,1980,269.398,16433.278000000002
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,256,-1,-1,1,55,2619,1980,269.398,14816.890000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,512,-1,-1,1,60,2619,1980,266.58,15994.8
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,1024,-1,-1,1,55,2619,1980,266.82,14675.1
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,2048,-1,-1,1,89,2619,1980,266.82,23746.98
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,4096,-1,-1,1,270,2619,1980,272.936,73692.72
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,6144,-1,-1,1,505,2619,1980,272.936,137832.68
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,8192,-1,-1,1,815,2619,1980,287.372,234208.18000000002
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,12288,-1,-1,1,1658,2619,1980,317.799,526910.742
H100-SXM-80GB,bfloat16,gqa,2,1,192,4,16384,-1,-1,1,2780,2619,1980,314.53525,874407.995
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,16,-1,-1,1,54,2619,1980,328.205,17723.07
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,32,-1,-1,1,51,2619,1980,363.24,18525.24
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,64,-1,-1,1,51,2619,1980,363.24,18525.24
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,128,-1,-1,1,64,2619,1980,368.284,23570.176
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,256,-1,-1,1,56,2619,1980,368.284,20623.904
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,512,-1,-1,1,63,2619,1980,368.3,23202.9
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,1024,-1,-1,1,55,2619,1980,368.3,20256.5
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,2048,-1,-1,1,145,2619,1980,365.476,52994.02
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,4096,-1,-1,1,425,2619,1980,355.84,151232.0
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,6144,-1,-1,1,857,2619,1980,351.33849999999995,301097.09449999995
H100-SXM-80GB,bfloat16,gqa,2,1,192,8,8192,-1,-1,1,1430,2619,1980,351.05300000000005,502005.7900000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,16,-1,-1,1,49,2619,1980,364.152,17843.448
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,32,-1,-1,1,52,2619,1980,364.152,18935.904
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,64,-1,-1,1,49,2619,1980,348.901,17096.149
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,128,-1,-1,1,61,2619,1980,348.901,21282.961
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,256,-1,-1,1,57,2619,1980,304.64,17364.48
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,512,-1,-1,1,58,2619,1980,304.64,17669.12
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,1024,-1,-1,1,86,2619,1980,263.116,22627.976
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,2048,-1,-1,1,230,2619,1980,266.251,61237.729999999996
H100-SXM-80GB,bfloat16,gqa,2,1,192,16,4096,-1,-1,1,747,2619,1980,275.14549999999997,205533.6885
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,16,-1,-1,1,59,2619,1980,284.04,16758.36
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,32,-1,-1,1,48,2619,1980,310.578,14907.743999999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,64,-1,-1,1,53,2619,1980,310.578,16460.634
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,128,-1,-1,1,64,2619,1980,309.196,19788.544
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,256,-1,-1,1,48,2619,1980,309.196,14841.408000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,512,-1,-1,1,61,2619,1980,283.765,17309.665
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,1024,-1,-1,1,134,2619,1980,283.765,38024.509999999995
H100-SXM-80GB,bfloat16,gqa,2,1,192,32,2048,-1,-1,1,398,2619,1980,245.534,97722.53199999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,64,16,-1,-1,1,54,2619,1980,214.27,11570.58
H100-SXM-80GB,bfloat16,gqa,2,1,192,64,32,-1,-1,1,56,2619,1980,214.27,11999.12
H100-SXM-80GB,bfloat16,gqa,2,1,192,64,64,-1,-1,1,50,2619,1980,203.002,10150.1
H100-SXM-80GB,bfloat16,gqa,2,1,192,64,128,-1,-1,1,51,2619,1980,203.002,10353.102
H100-SXM-80GB,bfloat16,gqa,2,1,192,64,256,-1,-1,1,52,2619,1980,204.75,10647.0
H100-SXM-80GB,bfloat16,gqa,2,1,192,64,512,-1,-1,1,88,2619,1980,204.75,18018.0
H100-SXM-80GB,bfloat16,gqa,2,1,192,64,1024,-1,-1,1,227,2619,1980,209.8,47624.600000000006
H100-SXM-80GB,bfloat16,gqa,2,1,192,128,16,-1,-1,1,49,2619,1980,209.8,10280.2
H100-SXM-80GB,bfloat16,gqa,2,1,192,128,32,-1,-1,1,57,2619,1980,218.812,12472.284000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,128,64,-1,-1,1,52,2619,1980,218.812,11378.224
H100-SXM-80GB,bfloat16,gqa,2,1,192,128,128,-1,-1,1,49,2619,1980,198.156,9709.644
H100-SXM-80GB,bfloat16,gqa,2,1,192,128,256,-1,-1,1,71,2619,1980,169.901,12062.971000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,128,512,-1,-1,1,140,2619,1980,169.901,23786.140000000003
H100-SXM-80GB,bfloat16,gqa,2,1,192,256,16,-1,-1,1,53,2619,1980,183.397,9720.041
H100-SXM-80GB,bfloat16,gqa,2,1,192,256,32,-1,-1,1,50,2619,1980,183.397,9169.85
H100-SXM-80GB,bfloat16,gqa,2,1,192,256,64,-1,-1,1,58,2619,1980,184.813,10719.153999999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,256,128,-1,-1,1,62,2619,1980,184.813,11458.405999999999
H100-SXM-80GB,bfloat16,gqa,2,1,192,256,256,-1,-1,1,105,2619,1980,184.012,19321.26
H100-SXM-80GB,bfloat16,gqa,2,1,192,512,16,-1,-1,1,54,2619,1980,184.012,9936.648
H100-SXM-80GB,bfloat16,gqa,2,1,192,512,32,-1,-1,1,61,2619,1980,174.115,10621.015000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,512,64,-1,-1,1,65,2619,1980,174.115,11317.475
H100-SXM-80GB,bfloat16,gqa,2,1,192,512,128,-1,-1,1,100,2619,1980,161.579,16157.900000000001
H100-SXM-80GB,bfloat16,gqa,2,1,192,1024,16,-1,-1,1,85,2619,1980,161.579,13734.215
H100-SXM-80GB,bfloat16,gqa,2,1,192,1024,32,-1,-1,1,92,2619,1980,166.957,15360.044
H100-SXM-80GB,bfloat16,gqa,2,1,192,1024,64,-1,-1,1,103,2619,1980,170.782,17590.546000000002
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,16,-1,-1,1,52,2619,1980,170.782,8880.664
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,16,-1,-1,1,58,2619,1980,159.304,9239.632
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,32,-1,-1,1,51,2619,1980,159.304,8124.504
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,32,-1,-1,1,54,2619,1980,158.86,8578.44
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,64,-1,-1,1,57,2619,1980,158.86,9055.02
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,64,-1,-1,1,54,2619,1980,158.34,8550.36
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,128,-1,-1,1,53,2619,1980,158.34,8392.02
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,128,-1,-1,1,50,2619,1980,146.524,7326.2
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,256,-1,-1,1,61,2619,1980,146.524,8937.964
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,256,-1,-1,1,59,2619,1980,143.227,8450.393
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,512,-1,-1,1,58,2619,1980,141.615,8213.67
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,512,-1,-1,1,70,2619,1980,141.615,9913.050000000001
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,1024,-1,-1,1,58,2619,1980,136.552,7920.016
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,1024,-1,-1,1,58,2619,1980,136.552,7920.016
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,2048,-1,-1,1,59,2619,1980,134.622,7942.698000000001
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,2048,-1,-1,1,60,2619,1980,134.622,8077.320000000001
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,4096,-1,-1,1,112,2619,1980,131.029,14675.248
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,4096,-1,-1,1,113,2619,1980,131.029,14806.277
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,6144,-1,-1,1,226,2619,1980,129.953,29369.378
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,6144,-1,-1,1,232,2619,1980,129.953,30149.096
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,8192,-1,-1,1,359,2619,1980,133.307,47857.212999999996
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,8192,-1,-1,1,361,2619,1980,149.704,54043.144
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,12288,-1,-1,1,636,2619,1980,161.95,103000.2
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,12288,-1,-1,1,638,2619,1980,184.5205,117724.079
H100-SXM-80GB,bfloat16,gqa,4,1,128,1,16384,-1,-1,1,1080,2619,1980,211.835,228781.80000000002
H100-SXM-80GB,bfloat16,gqa,4,2,128,1,16384,-1,-1,1,1087,2619,1980,267.262,290513.794
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,16,-1,-1,1,54,2619,1980,284.614,15369.155999999999
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,16,-1,-1,1,57,2619,1980,308.137,17563.809
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,32,-1,-1,1,53,2619,1980,309.863,16422.739
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,32,-1,-1,1,49,2619,1980,309.863,15183.287
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,64,-1,-1,1,50,2619,1980,305.103,15255.15
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,64,-1,-1,1,57,2619,1980,305.103,17390.871
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,128,-1,-1,1,50,2619,1980,294.707,14735.35
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,128,-1,-1,1,64,2619,1980,294.707,18861.248
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,256,-1,-1,1,64,2619,1980,280.979,17982.656
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,256,-1,-1,1,58,2619,1980,280.979,16296.782
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,512,-1,-1,1,57,2619,1980,261.515,14906.355
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,512,-1,-1,1,66,2619,1980,261.515,17259.989999999998
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,1024,-1,-1,1,63,2619,1980,234.901,14798.763
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,1024,-1,-1,1,57,2619,1980,215.058,12258.306
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,2048,-1,-1,1,72,2619,1980,215.058,15484.176
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,2048,-1,-1,1,72,2619,1980,173.13,12465.36
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,4096,-1,-1,1,182,2619,1980,173.13,31509.66
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,4096,-1,-1,1,181,2619,1980,155.684,28178.804
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,6144,-1,-1,1,329,2619,1980,155.684,51220.036
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,6144,-1,-1,1,331,2619,1980,139.168,46064.608
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,8192,-1,-1,1,538,2619,1980,150.454,80944.25200000001
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,8192,-1,-1,1,540,2619,1980,186.624,100776.95999999999
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,12288,-1,-1,1,1043,2619,1980,223.22133333333332,232819.85066666667
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,12288,-1,-1,1,1046,2619,1980,264.03666666666663,276182.3533333333
H100-SXM-80GB,bfloat16,gqa,4,1,128,2,16384,-1,-1,1,1733,2619,1980,335.16549999999995,580841.8115
H100-SXM-80GB,bfloat16,gqa,4,2,128,2,16384,-1,-1,1,1740,2619,1980,440.11525,765800.535
H100-SXM-80GB,bfloat16,gqa,4,1,128,4,16,-1,-1,1,57,2619,1980,481.497,27445.329
H100-SXM-80GB,bfloat16,gqa,4,2,128,4,16,-1,-1,1,48,2619,1980,479.723,23026.704
H100-SXM-80GB,bfloat16,gqa,4,1,128,4,32,-1,-1,1,54,2619,1980,479.723,25905.042
H100-SXM-80GB,bfloat16,gqa,4,2,128,4,32,-1,-1,1,47,2619,1980,454.065,21341.055
